text,Cleanliness,Electrical,Infrastructure,Safety-Security,Staff,Catering,Medical,General
complete mess at western track in mumbai trains r coming late over crowded,1,0,1,0,0,0,0,1
rajdhani even getting so late,0,0,0,0,1,0,0,1
rt hello sir mai is time malwa express train number me hu abhi vendor se food ke rate pucha usne�¢,1,0,0,0,0,1,0,1
train no no water in train in tap look into matter,0,0,1,0,1,0,0,1
train how does irctc serve pathetic veg cutlet full of breadcrumbs in amp out no taste at all,0,0,0,0,0,1,0,1
rt a highland moon enchantment by mary morgan via,0,0,0,0,1,0,0,1
rt all commodities have registered robust growth with steel at cement containers iron ore and coal ¢,0,0,0,0,1,0,0,1
please share train no,0,0,0,0,0,0,0,1
i asked for bpt tickets but bilimora station clark hemantbhai refused to give need hel,0,0,1,0,1,0,0,1
what do you mean by n a,0,0,0,0,1,0,0,1
my pnr is train number very bad experience with badding just wrapped in paper not even washed,0,0,0,0,1,0,0,1
pls arrange water in toilets in train no at ab coach,1,0,1,0,0,0,0,1
sir missing report has been lodged by grp ajmer vide no dt,0,0,0,1,1,0,0,1
in train no swatantrata senani express people from pantry car selling rs water bottle in rs,1,0,1,0,0,1,0,1
is gettin furthr late aftr kanpur late hrpls care,0,0,0,0,1,0,0,1
dunno y cancellation charges are levied on auto cancellation of tatkal w l tkts,0,0,0,0,1,0,0,1
train is very much dirty so i requesting to you to clean the passenger trains also as well as sf rajdhanis,1,0,0,0,0,0,0,1
sir i requested fr wheelchair fr my old mother on bareilly station but no help provided i m disappointed,0,0,1,0,1,0,1,1
instead of giving bread sticks u can provide rusk cubes which is indian culture most of them dnt know hw to eat,0,0,0,0,1,1,0,1
why train is standing at naini jn for hours some one must be accountable for delay of train,0,0,0,0,1,0,0,1
pnr vry rude rail on wheel caterng vry late in servce till nw didnt get dinner,0,0,0,0,1,1,0,1
pnr no seat no train name west coast exptrain no place is not clean,1,0,1,0,0,0,0,1
res sir rewa madhya pradesh ke platform no par jo bhi vendors hai sabhi printed mrp se jyada rs buyers se le rahe hai,0,0,1,0,1,1,0,0
no water in s coach amp no on time train delay hr only duvidha in this train charges rs for what itarsi cross,0,0,1,0,0,0,0,1
had booked tatkal ticket for today s train w l is chart prepared what is the refund procedure,0,0,0,0,0,0,0,1
sir charging slot is not working my id pnr trn dt frm pune to pptacls slp s,0,1,1,0,0,0,0,1
rt sir i am travelling in coach d seat no in sorry to say that wastewater of washbasen is coming into¢,1,0,1,0,1,0,0,0
pnr train b charger point is not working plz get it fixed,0,1,1,0,0,0,0,1
very dirty toilet in coach b of exp pls pls pls do something pnr divyanshu mob,1,0,1,0,0,0,0,1
pnr sir i have a medical pro sprain in my leg nd my tckt cnfrm in rs pl help me for this pro,0,0,0,0,1,0,1,1
s n s toilet choked up staaled at cheeoki for past hour,1,0,1,0,0,0,0,0
take some serious action on these people who is not understand rules and l¢,0,0,0,0,1,0,0,1
total irctc website is down unable to book tatkal site is not reachable form last one hours,0,0,0,0,1,0,0,1
bad quality food catered at kgp into bbs ndls rajdhani it not categoriesed as average standard also,0,0,0,0,0,1,0,0
if u want ticket print i can dm to u for pnr etc u can also check whether refund has been processed to¢,0,0,0,0,1,0,0,1
at last got ticket from lko but how i travel from mb to lko is a question and you have to ans this,0,0,0,0,1,0,0,1
till now no action has been taken,0,0,0,0,1,0,0,1
everyday magadh exp running late to hrs without any reson is anyome have responsibility p¢,0,0,0,0,1,0,0,1
no proper water supply in wash basin also the area is unclean pnr kindly assist,1,0,1,0,1,0,0,1
forgot my laptop bag in s seat no train no pune to jaipur at jaipur stn with cards n laptop and some cash,0,0,1,0,0,0,0,1
rt never has love tasted so salty sweet never has fate burned so hot pick up your copy o¢,0,0,0,0,1,0,0,1
pnr a seats ticket printed as lb ub on tickets but in ac and are side seats is that possible,0,1,1,0,0,0,0,1
torn seat pnr filthy environment need some action to be taken,1,0,1,0,0,0,0,1
purushottam express pantry is not serving food rather they serving some comesum food plz clarify sir,1,0,0,0,1,1,0,0
sir plz help to confirm my st ac ticket of pnr sir its imp anyhow plz help if poss any lower ac seat plz confirm,0,1,1,1,0,0,0,1
plz do favour for jaunpur jn jnu one more foot than over bridge but covered coaches¢,0,0,1,0,1,0,0,1
kindly look into this,0,0,0,0,1,0,0,1
why dont you tag the concerned guy like mr,0,0,0,0,1,0,0,1
ald jn never looked so clean,1,0,0,0,0,0,0,0
user id macrohit date of booking,0,0,0,0,1,0,0,1
night lamps not working s poor maintenance,0,0,1,0,1,0,0,0
train no rajdhani express for sure need drastic improvement pathetic food dirty coach foul smell washrooms,1,0,1,0,0,1,0,1
this is our security train no today gaurd sleeping during train is runing,0,0,0,1,0,0,0,1
pltfrm pnbe sels evry sftdrnk amp evn railneer at mrp,0,0,0,0,1,1,0,1
the condition inside s general bogey is worst than animals people are forced to sleep at doors please do smth,0,0,0,0,1,0,0,1
sir i am travel bza to nzm pnr no is fan not working please help,0,1,0,0,1,0,0,1
travelling by train my pnr seems more like a general coach instead of a reserved one,0,0,1,0,0,1,0,1
pnr fan amp lights not working when train is in halt its very hot and stuffy please help,0,1,0,0,0,0,0,1
ac is not working properly in a coach in train no currently it is near jabalpur,0,1,1,0,0,0,0,1
pnr sir the ac is not working in my coach and the tte is not ready to make a refund receipt,0,1,1,0,1,0,0,1
matter forwarded to concerned,0,0,0,0,1,0,0,1
what a attitude of railway,0,0,0,0,1,0,0,1
banasthali niwai bnlw,0,0,0,0,1,1,0,1
in ongoing days all the facilities will be available in we proud of rail great start to provide baby food,0,0,0,0,1,1,0,0
ac is not working in b malwa super now delhi no need engineerpnr mob,0,1,1,0,0,0,0,1
after several mail and complain i didnt get refund for the cancelled ticker with pnr and after week,0,0,0,0,1,0,0,1
sir tea shop at platform no sa caterers in gadarwara station selling rs tea for rs,0,0,1,0,0,1,0,0
rules of british india still exist in railway lost section engineer job and junior engineer job bcz of medical standards,0,0,0,0,0,0,1,0
pl note nd ac a coach of sabarmati ac not working passengers getting sick of heat,0,1,1,0,0,0,1,0
late by hrs need catch coromandel m chennai plz help thr r many passngrs n kids who will suffer,0,0,0,0,1,0,0,1
thanks a lot for your prompt respons much appreciated,0,0,0,0,1,0,0,1
sir pnr my bogie toilets n washbasin blocked by few passengers n evn its dirty n no water in tap locatn burhanpur,1,0,1,0,0,0,0,1
it s good to see changes in railway but i am really amazed why customers are being charged for wait list cancelled ticket,0,0,0,0,1,0,0,1
sir eastern railway ki local ki halat kab sudhregi time pe to chorti nahi agr baje ki train ho to¢,0,0,0,0,1,0,0,1
sir kindly share your contact number with journey details and specify place¢,0,0,0,0,1,0,0,1
sir do something for old vendors who gave their service for long time n now they were retired forcely n r on hand to mouth,0,0,0,0,1,1,0,1
departed without water in a coach,0,0,1,0,1,0,0,0
pnr travelling tomorrow with wife n kid yrs tickets confirmed but berth unallocated can i get lower birth,0,0,1,1,0,0,0,1
sir can i board the rajdhani express on wait listed tatkal ticket,0,0,0,0,1,0,0,1
did receive refund for failed and canceled tickets on nd may transaction ids are and,0,0,0,0,1,0,0,1
b is th coach from engine,0,0,1,0,0,0,0,1
thanks for destination alert today in azad hind express at badneravery very good,0,0,0,0,1,0,0,1
pnr dirty and used blanket and used bedroll given no one is responding very bad,1,0,1,0,0,0,0,1
cleanliness guidelines should be set for all passengers amp should be ascertained that they r strictly followed,1,0,0,0,1,0,0,1
rt ð highlander hellcat ð quirky veterinarian ð â â ï,0,0,0,0,1,0,0,1
handbag has been stolen while travelling from delhi to warangal in train,0,0,0,1,0,0,0,1
no response from the staff had asked ac to be reduced its freezing cold in coach cu of pnr,0,0,1,0,1,0,0,1
trains in the bbs tig route are late by minimum hrs for a long time may we know why sir,0,0,0,0,1,0,0,1
sir t ac is not working pc is not their it is delayed by hrmi plz do something or plz don t start any special train,0,1,1,0,0,0,0,1
reservations date on which we have to go is june so plz reply as soon as possible thanks to railway,0,0,0,0,1,0,0,1
r you sure agents are not bkng tatkal tckts at am ac ac booked in jst mns,0,1,1,0,0,0,0,1
no water supply in basins for the hast hours contacted tt but all in vain pnr no,0,0,1,0,1,0,0,1
railminindia dear sir pnr no train no from chapra to new bongaigaon still showing waiting list i¢,0,0,0,0,1,0,0,1
why can t we make bookings on the app between am to pm i am a frequent traveller and will enable us to book tatkal tkts,0,0,0,0,1,0,0,1
officials concerned communicated about the issue,0,0,0,0,1,0,0,1
unbareble smell in es couch of,1,0,1,0,0,0,0,0
i missed my connecting train due to delay in first train on th june irctc is refusing refunds pls help,0,0,0,1,1,0,0,1
having ticket conflict contacted ticket collecter but all i vain pnr,0,0,0,0,1,0,0,1
why train no is made unnecessarily delay,0,0,0,0,1,0,0,1
from couple of months tatkal reservation is failing post online payment this causes unrest amp trouble among passengers,0,0,0,0,1,0,0,1
pnr pantry supplied pathetic food also no water in toilet and this is the rajdhani unable to reach,1,0,1,0,0,1,0,1
rt glad to inform amp confirmed from multiple sources the newspaper was not distributed by railways officially but cou¢,0,0,0,1,1,0,0,1
i m on general ticket counter on nhh stsn and clerk says tkt will be given min before train arrival is it rule,0,0,0,0,1,0,0,1
after longtime i am traveling in train vry neat and clean suprb service thank u sir,1,0,0,0,0,0,0,1
when i asked catering team y r u selling in higher prices they told extra money is given to higher officers,0,0,0,0,1,1,0,0
see this drug addicated lady abusing my mom at plateform no plz help,0,0,0,1,1,1,0,1
hubli express ordered thali in ac watery bhaji and watery dal thick rotis and low quality rice for rs,0,1,0,0,0,1,0,0
sir there is no water in coach can you pls do the needful pnr,0,0,1,0,1,0,0,1
there has been no improvements on food quality over the time and it looks forced to buy that food,0,0,0,0,0,1,0,0
i want to draw your attention about train running late i ve reservation on train yday this t¢,0,0,0,0,1,0,0,1
most dirt in railways come groundnuts moongfali waste and food waste plz make railways clean,1,0,0,0,0,1,0,0
no food no water tckt charged filthy bt suvida is worst than a summer spl dis service is pethetic train,1,0,1,0,0,1,0,0
why before am most tickets of latest date of ticket booking i e th oct has been sold out,0,0,0,0,1,0,0,1
i did massage to but noone replied yet pls sir i w¢,0,0,0,0,1,0,0,1
enjoyed awesum jurny frm mfp to aljn n paid fr ac instead of incredible indian railway n prabhu g,0,1,0,0,0,1,0,1
my mther suffering from cancer stge have to go tmh mumbai pls hlp me to get cnfrm brth pnr tn,0,0,0,0,1,0,1,1
pnr coach attendant misbehaving with passengers on asking for pillow for rac passenger snatched pillow from me,0,0,0,1,1,0,0,1
sir sent refund claim appl with tdr to chief comm manager refunds seron dec no refund received yet,0,0,0,0,1,0,0,1
sir i travel train this train no water no clear no any suvidha or train strat on time ftom ndls now hours late,1,0,1,0,0,0,0,1
tweet no first mumbai showers have made havoc as usual train stuck at matunga made in india,0,0,0,1,1,0,0,1
i have an interview to attend on th june please help me sir please sir i can t afford any other mode plz,0,0,0,0,1,0,0,1
runs late daily between surat to ankleshwar amp onwards request to do needful any doubt check ntes,1,0,0,0,1,0,0,1
thanks a lot for your prompt respons much appreciated,0,0,0,0,1,0,0,1
cleanliness across all stations of from coimbatore tiruppur erode salem jolarpet witnessed happy but speed,1,0,0,0,1,0,0,1
whole coach b is suffering in train no which just left hyderabad please take some action immediately,0,0,1,0,0,0,0,1
escalator is bad idea costly installation amp maintenance potential danger of safety amp corruption,0,0,1,1,1,0,0,1
hold up at jaipur due to non acceptance from agra division,0,0,0,0,1,0,0,1
please help me to get pnr confirmed as traveling with old parents amp months old baby,0,0,0,1,1,0,0,1
younger sister traveling alone frm ngp to vzm no rpf security personnel on board train no,0,0,0,1,0,0,0,1
can give you few pics of washroom experience was completely spoiled after great experience in sampoorna kranti,1,0,1,0,0,0,0,0
pnr train no s coach doesn t have lights coach overcrowded plz do smething mo,0,0,1,0,0,0,0,1
varanasi bound running shivganga exp vendor are selling mineral water other than rail neer iceling and pawan brand sold,0,0,1,0,1,1,0,0
why trains are running late even from source station pnr,0,0,1,0,1,0,0,1
mam u r bag could not be traced despite best efforts thanks for calling us,0,0,0,0,1,0,0,1
my father inlaw mr debendra mohanty working in balasore railway station in booking dept has lost his promotion,0,0,1,0,0,0,0,1
sir my ecatering order is not delivered in nasik road i want to make complain,0,0,0,0,1,1,0,1
train no bselling local water bottle in train rs print rs railneer not available please look,0,0,0,0,0,1,0,1
can t we restrict unauthorized person to enter in reserved classes of train,0,0,0,1,0,0,0,1
booked goods as luggage on nov from from to be sent to goods still not despat¢,0,0,1,0,1,0,0,1
that¢ s poor railways poor very poor ¢ ¯ ¢ ¯ ¢ ¯ ¢ ¯,0,0,0,0,1,0,0,1
rt now i am in train no pnr no my wife s hand bag stolen i lost my all medicine we both are patient,0,0,0,1,0,0,1,1
booked ticket for relative pnr filed tdr as he didn t travel got rejection reason passenger has travelled how,0,0,0,0,1,0,0,1
need water for drink no water bottle available in train plz help this passenger with her family s,0,0,1,0,1,1,0,1
kindly conduct routine ticket checking passenger train between saharanpur to delhi via meerut lost of people without ticket,0,0,0,0,0,0,0,1
grp of ppl with help of police capture first part of general bogie of today s train can u do smthng,0,0,0,1,1,0,0,0
train cleaners onboard goa mumbai double decker just emptied waste bags from running train near vikhroli in mumbai,1,0,0,0,0,0,0,1
i have lost my baggage in train and rail police refuse to file fir the material inside bag worth lakhs,0,0,0,1,0,0,0,1
just had dinner at b amp very poor quality of food when asked for the menu i was told it s the same,0,0,0,0,1,1,0,0
railway vendor in sampark kranti selling sprite cold drink for rs but it s mrp is rs,0,0,0,0,1,1,0,1
thank for your reply,0,0,0,0,1,0,0,1
rt train already departed itarsi matter forwarded to concerned,0,0,0,0,1,0,0,1
rt we are thankful on behalf of the people of¢,0,0,0,0,1,0,0,1
rt read construction of manila clark railway project to start soon the contract for the construction supervision and¢,0,0,1,0,1,0,0,1
train arrived ddn at am i e hr late but ntes shows no delay,0,0,0,0,0,0,0,1
boarded train number starting from new delhi station b compartment is completely dirty,1,0,1,0,0,0,0,1
aadhar will help railway in many ways during accidents and other incidents plus you have the perfect info of,0,0,0,1,1,0,1,0
rt ask them to join under the dynamic leadership of and fight for j¢,0,0,0,1,1,0,0,0
the western railways in mumbai are delayed by min and is halting between stations for long intervals due to min rains,0,0,0,0,1,0,0,1
sir trn me led light kyu nai lgwaya aapne,0,1,1,0,0,0,0,0
sirpnr b seat no train no there is no one to listen for increasing ac temp we are feeling cold,0,1,0,0,1,0,0,1
sir ex_ dec started hr late further delayed by hrs while reaching ald req help to re¢,0,0,0,0,1,0,0,1
pls advised me what to do my railway tikit stolen for tomorrow journey how can i travel i got them from window of jaipur sta,0,0,1,1,0,0,0,1
sir my train no coach no is s is and my seat is near toilet and its very dirty and nasty,1,0,1,0,0,0,0,1
kindly provide tea in kulhad instead of plastic glass,0,0,0,0,0,1,0,0
we r facing problems regarding water bottles carrying by vendors they r not carrying rail neer train no cntc,0,0,1,0,0,1,0,1
dear sir ac not working in b coach pnr train doj,0,1,1,0,0,0,0,1
ajmer exp some people¢,0,0,0,0,1,0,0,1
sir der is a problm regrding cancllation for ticket pnr i have mailed ur deprtmnt hr b deprture of d train,0,0,0,0,0,0,0,1
help about failed transaction trans id after booking ticket,0,0,0,0,1,0,0,1
cleaning staff is now cleaning coach s floor in regular intervals,1,0,1,0,1,0,0,0
this guy is missing on tuesday name avinash singh age plz help to find out,0,0,0,0,1,0,0,1
tiger xpress looks amazing thought prices are bit on higher side,0,0,0,0,1,1,0,1
hpy gv clniness review on trn bt stl wter btls being sold at instead of no railneer avlbl at agra mathura jn,1,0,0,0,1,1,0,1
evry mnth i remind abt a project inaugurated by suresh ji himself in ballia home of late pm,1,0,0,0,1,0,0,1
train will arrive here in hour please do something so that the ticket do not get alotted to another person please help,0,0,0,0,1,0,0,1
sri sir tatkal reservation me dalali pratha kab band hoga sir janta trast aur aap mast kyo sir,1,0,0,0,1,1,0,1
sir think of changing menu in ndls bct nzm bct rajdhani since long same veg nv meal amp snacks r being served,0,0,0,0,1,1,0,0
pnr dirty and used blanket and used bedroll given no one is responding very bad,1,0,1,0,0,0,0,1
pnr bag lost wid all valuables docs money clothes grp denied fir at jhansi pls hlp,0,0,0,1,1,0,0,1
i am on lucknow stn for no announcements for delay,0,0,0,0,1,0,0,1
has amazing environment friendly intitiatives deccan herald,0,0,0,0,1,0,0,1
respected sirs thank you for quick action and response i rahu�?¢,0,0,0,0,1,0,0,1
pnr called up time but no response from executive are fulls they dont know what to answer prabhuji,0,0,0,0,1,0,0,1
no water in b b b b coaches in train no,0,0,1,0,0,0,0,1
in train fan not working coach s seat no help please,0,1,1,0,0,0,0,1
really disappointed sir any suggestions,0,0,0,0,1,0,0,1
my id for irctc been blocked and i am trying all ways to unlock it and no help after a long time i wanted to use rail but no,0,0,0,0,1,0,0,1
i m travelling by ltt vskp express in second ac a coach cleaning was not don properly can see dust,1,0,1,0,0,0,0,0
trvlng in upasana exp fm ddn hwh never seen such dirty train toilet stinking n water continus falng fm tap dustbn ovrflwn,1,0,1,0,0,0,0,0
at thanesar city tnde temp c and no water in the water cooler please do something,0,0,1,0,0,0,0,1
acs not working pnr tt not responding positivelt what do we pay for,0,1,1,0,1,0,0,1
sir fir lodged by grp nagpur vide cr no u s ipc has been transferred to grp mughalsarai,0,0,0,1,1,0,0,1
sir also gv tr in this way these tr pass but not come in track last yrs,0,0,1,0,0,0,0,1
did not receive refund for failed and canceled tickets on nd may transaction ids are and,0,0,0,0,1,0,0,1
tried to book tatkal twice on irctc last amp june faced external message error aftr faild trnsctn pls upgrade the server,1,0,0,0,1,0,0,1
very strict rules n monitoring require maintain cleanliness platforms specially in mumbai all r spitting,1,0,1,0,1,0,0,1
water scarcity in rail town chittaranjan also please help people there,0,0,1,0,1,0,0,1
tdr filed on jan but didn t get refund yet pnr slill showing under process,0,0,0,0,1,0,0,1
only paid toilet on parbhani rly station amp it was also closed fr morning where to go ladies for toilet,1,0,1,0,0,0,0,0
is getting late by late my parents will miss ap exp at jhansi please do the needful,0,0,0,0,1,0,0,1
for no reason patna hatia witheld at ranchi jn since min plz do chk,0,0,0,0,1,0,0,1
sir i m unable to cancel tckt pnr boarding stn is ndls amp chart hasn t been prepared,0,0,0,0,1,0,0,1
pnr train sandesh r nayak s worst toilet maintenance ever seen in any train,1,0,1,0,0,0,0,1
we n train ac neither the ac is working nor we have basic amenities what do we do and hot too,0,1,0,0,0,0,0,1
pnr train status running yet chart not prepared waiting for confirmation since longfacing trouble,0,0,0,1,0,0,0,1
i m sending u my irctc msg that i received after booking ticket hoping that u might take some action in this matter,0,0,0,0,1,0,0,1
water pipes in ramanathapuram railway station rmd is damaged passengers suffer without drinking water supply,0,0,1,0,0,0,0,0
even at gwalior no action for cleaning the a coach of train no,1,0,1,0,0,0,0,1
eatables are sold at railway platforms at much higher cost than mrp e g water bottle mrp rs but sold rs pl contrl,0,0,1,0,0,1,0,0
you hav ans sir why irctc fails it makes me frustrating now how could i go hr journey with general tkt,1,0,0,0,0,0,0,1
it is not applicable in other xonal railway,0,0,0,0,1,0,0,1
travelling in ac chair car the condition of the coach is too poor all the seats require replacement,0,1,1,0,0,0,0,1
plz kya rakdhni express nagpur waali mnts k liye delay kar sakte hai,0,0,0,0,1,0,0,1
kindly share pnr number matter forwarded to the concerned officials,0,0,0,0,1,0,0,1
plz start unique scheme pm rail vikas yojna and connecting each other indian city with rail network,0,0,0,0,1,0,0,1
train is late frm anvt no announcement and no info to passengers is not able to answer about it,0,0,0,0,1,0,0,1
no cold water bottles in shtbdi attndt sys wait hr aisi aati hai y shd i hav to wait or pay rlwys,0,0,1,0,1,1,0,0
it has become a common practice by vendors at all railway stations to charge more,0,0,0,0,1,1,0,1
sir i think by using irctc railway making fool to passengerat the time of booking they are giving option for food but,1,0,0,0,1,1,0,1
audio system at charbagh railway station is very poor no announcement can be heard clearly,0,0,1,0,0,0,0,1
train no varanasi to jat getting rs tea and rs per veg thal does irctc practices these rates of catering,1,0,0,0,0,1,0,1
kindly share your correct pnr for further action,0,0,0,0,1,0,0,1
marudhar exp is hrs late have to catch ala hazrt exp in jaipur which is also late will miss ala by min plz help,0,0,0,0,1,0,0,1
wonderful food being served in the train there is no mechanism to dispose of the waste plastic plates etc,1,0,0,0,0,1,0,1
train no running damn inordinate late amp passengers are exhausted completely pl do the needful asap,0,0,0,0,1,0,0,1
how can one faith on indian rail dealy up to hours can anyone explain the reason for delay hope for a reply from god,0,0,0,0,0,0,0,1
the train has stoped at navsari platform but no one is here to see,0,0,1,0,0,0,0,1
pnr no travelling with rac ticket there are too many without ticket are travelling i m still on rac,0,0,0,0,1,0,0,1
in phaphamau railway station the staff of ticket booking are very lazy and irresponsible need some concern there sir,0,0,1,0,1,0,0,1
noted sir matter fwd to,0,0,0,0,1,0,0,1
pnr rac birth allotted any chance of getting confirm birth tte says no birth vacant foul play suspected l,1,0,0,1,1,0,0,1
train coach s suffering frm bad smell coming out through toilet wil b reaching dawangere next pls help,1,0,1,0,0,0,0,0
water cooler of platform no also not running mcb is down plz see,0,1,1,0,0,0,0,0
no police patrolling in suspicious people thieves jumped before adi pantry car people selling water at more than mrp,0,0,1,1,0,1,0,0
sealdah rajdhani n half hour late m to pm bt still nt train in platform,0,0,1,0,0,0,0,1
so much load for plate form ticket only one window operating at new delhipathetic,1,0,1,0,1,1,0,1
sir rail neer in platform charing us rs place madurai jn platform the reason they are saying it is outside kiosk price,0,0,1,0,0,1,0,0
sir there is no water in train toilets amp toilets are not cleaned in train no now at daund jn,1,0,1,0,0,0,0,1
thanks for the reply pnr,0,0,0,0,1,0,0,1
sir i journey by train in s coach water not available please filling water in s pnr no,0,0,1,0,0,0,0,1
arrived shahjehanpur at pm but rail cris shows minutes delay from schedule time pm why false information,0,0,0,0,1,0,0,1
pnr train with children train fully occupied by unauthorized passengers that we cannt able to go to toilet,1,0,0,0,0,0,0,1
rt sir i am travelling in coach d seat no in sorry to say that wastewater of washbasen is coming into�?¢,1,0,1,0,1,0,0,0
the train no from ndls to jogbani bihar is running late hours daily please instruct to regulate it,0,0,0,0,1,0,0,1
why the train no has been delayed by more than hours at the source making it difficult to board by am,0,0,0,0,0,0,0,1
no progress i m tweeting again again but there is nighter any solution nor any reply ghate ho gaye ghante aur hain,0,0,0,0,1,0,0,1
non compliance of rule at delhi railway station by policeman ajay kumar he is leaving people without scanning goods,0,0,1,1,1,0,0,1
travelling in train number s coach no water in toilets since morning plz help train has reached shamstipur jn,1,0,1,0,0,0,0,1
i placed an order on food on track amp made the payment online neither the food was delivered nor a refund was made help,0,0,1,0,0,1,0,1
sir my pnr no train no bbs rajdhani i have waiting list plz help me in getting a berth,0,0,1,0,1,0,0,1
bhopal by hrs and arrived at jhansi at hrs and now it is going to much late as it is moving towards lucknow pls check,0,0,0,0,1,0,0,1
this guy at raipur st cg denied to give me ticket and also told other staffs to not give me ticket,0,0,0,0,1,0,0,1
sir plz make sure that dhr is not neglected cz later it might become a parking lot,0,0,0,0,1,0,0,1
here at palanpur gujarat vendor name vasu mal amul parlour i got amul masti dahi for,1,0,0,0,1,1,0,1
traveling in s coach toilets are not clean ladies are not able visit toilets,1,0,1,0,0,0,0,0
train delays and very dirty lavatory area expected better after years in ministry,1,0,0,0,1,0,0,1
suvidha delhi barauni express train no no water in toilets dirty toilet plz helppnr,1,0,1,0,0,0,0,1
cannot connect wifi at chennai central and vendors selling at more prices than displayed on platform no,0,0,1,0,0,1,0,0
anand vihar haridwar express stopped sahibabad rly stn since min pls do something,0,0,0,0,1,0,0,1
hello sir myself a common man i would like to bring to your notice it s high time for tatkal procedures to be revamped,0,0,0,0,1,0,0,1
today i am book to ticket irctc server is not work to show to site is not rechable why site is not open to in last two day,0,0,0,0,1,0,0,1
train no is delayed by more than hr in between of burwal junction to gonda junction,0,0,0,0,0,0,0,1
i m from kolkata but stuck in patna with my kids not able to book tickets from tatkal quota even,0,0,0,0,1,0,0,1
no water supply in toilets and lavatory coach g train no tte helpless pnr,1,0,1,0,1,0,0,1
my pnr no pantry charging rs for water bottle which has printed rate of,1,1,0,0,0,1,0,1
pnr tatkal tick of rs for distance km amp traveled without bed roll attendant non cooperative and arrogant,1,0,0,0,1,0,0,1
my train ticket is this train time is am from sadulpur jn to shriganganagar jn,0,0,0,0,1,0,0,1
rt during april november this financial an incremental loading of over million tonnes has been achieved against�?¢,0,0,0,0,1,0,0,1
please supply only rail neer or branded water in train and station both vendor are charging rs bottle,0,0,1,0,0,1,0,1
kindly share pnr number,0,0,0,0,1,0,0,1
train date is in correct time or delayed plz inform me because i got some msg but no update online,0,0,0,0,1,0,0,1
hi train no allepey express coach s toilet tap broken and not cleaned please take necessary action thanks,1,0,1,0,0,0,0,1
sir fir has been lodged by grp palghar vide cr no u s ipc,0,0,0,1,1,0,0,1
doing great work but the people needs more and the passengers also should help railways for cleanes of coach,1,0,1,0,1,0,0,0
ac of ha is not working in vikramshila express drenched in sweat please help,0,0,1,0,0,0,0,1
ji aaj lucknow me water point start hua or aaj baje se lucknow station pr pani hi nhi h public pyasi,0,0,1,0,1,0,0,1
adi ptn dmu never comes on time it always runs late by hrs in noon consider our train as primary route thanks,0,0,0,0,1,0,0,1
sir today i have gone to palam ticket counter and ask for ticket on different date they told me ticket is issued for one,0,0,0,0,1,0,0,1
train no pnr train departed from hwh junction but water didnt filled in any boggy no water,0,0,1,0,0,0,0,1
snacks served in shatabdi from ahmedabad to mumbai not fresh it s smelling,1,0,0,0,1,1,0,1
for updated information please call,0,0,0,0,0,0,0,1
may i expect reasons before i get down from this train at thane or may i expect after c�?¢,0,0,0,0,0,0,0,1
sir plz clarify if no berth opted for a child passenger but half fare paid is the child entitled to meals like copassengers,0,0,1,0,0,1,0,0
matter has been already forward,0,0,0,0,1,0,0,1
uts application not working properly taking wrong birth date nt giving alerts after expired of pass taking next days date,0,0,1,0,0,1,0,1
traveling from amarpali express no water in toilet called so many time bt call nt s,1,0,1,0,0,0,0,0
sir same intimated to ongole platform electrical staff for rectification thank u,0,1,1,0,1,0,0,1
my mther suffering from cancer stge have to go tmh mumbai pls hlp me to get cnfrm brth pnr tn,0,0,0,0,1,0,1,1
coach no b people without ticket are in this coach jbrdsti baith rhe tt ki bt v nhi man rhe,0,0,1,0,1,0,0,1
thanks cleaning staff did not come till then our train arrived andwe left �?¢,1,0,0,0,1,0,0,1
dehradun station kae andar rail neer ke jagah bisleri ka paani bik raha hai please do something,0,0,1,0,0,1,0,1
dear sir brother is a cancer patient have to go patna a on june plz sir confirm the wl ticket pnr,0,0,0,1,1,0,1,1
train s heavily soiled dirty toilets senior citizens facing problem train reaching lalitpur,1,0,0,0,0,0,0,1
kindly share pnr number matter forwarded to the concerned officials,0,0,0,0,1,0,0,1
railway is cheating public if anyone reserving from nzm to bangalore and boarding in jhansi why catering charge is from nzm,0,0,0,0,1,1,0,0
hv bn tryin to buk tkts in tatkal quota bt erytim witin mints all tkts usd to buk in any class kndly prvnt unfair prctce,0,0,0,0,1,0,0,1
no water in the s compartment of ers pune express train ticket pnr no is need help,0,0,1,0,1,0,0,1
a sweeper supposed to be thief but the matter is out of the passengers cntrl pnr,1,0,0,0,1,0,0,1
this is just to bring into yur notice that bcoz of agents we r not able to book tatkal tkt from ranchi post office,0,0,0,0,1,0,0,1
sir railway parcel service tracking not working and we are not able to found out parcel status i parcelled my bike sbcers,0,0,1,0,1,0,0,1
further train no is nt clean bathrooms are nt properly cleaned in bathrooms ther is liquid soap percent water mixed,1,0,1,0,0,0,0,1
according to this pnr number your berth no is rac s amp attended by on duty tte,0,0,1,0,1,0,0,1
sir please resolve my issue of refund of pnr no i have not received my refund after gt days kindly look into this,0,0,0,0,0,0,0,1
selling tea of rs instead of rs and water bottle is selling of local company of rs pnr �?¢,0,0,1,0,0,1,0,1
sir thanks for calling us,0,0,0,0,1,0,0,1
my contact number is thanks,0,0,0,0,1,0,0,1
dear sir i am traveling in awadh assam exp pnr there is no water in washroom and so dirty coach,1,0,1,0,0,0,0,1
